dex number,pokemon,Information links,Location,picture location ,location_html
034,Zubat,https://www.serebii.net//pokedex-swsh/zubat/,"Obsidian Fieldlands: Deertrack Path, Nature's Pantry, Heartwood, Oreburrow Tunnel or nearbyCrimson Mirelands: Bolderoll Slope, Diamond Heath, Cloudpool Ridge or nearbyCoronet Highlands: Heavenward Lookout, Wayward Cave or nearbyAlabaster Icelands: Snowpoint Temple or nearbyObsidian Fieldlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/041.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/deertrackpath.shtml"">Deertrack Path</a>, <a href=""/pokearth/hisui/nature'spantry.shtml"">Nature's Pantry</a>, <a href=""/pokearth/hisui/heartwood.shtml"">Heartwood</a>, <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a>, <a href=""/pokearth/hisui/diamondheath.shtml"">Diamond Heath</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a>, <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a></td>"
035,Golbat,https://www.serebii.net//pokedex-swsh/golbat/,"Obsidian Fieldlands: Oreburrow Tunnel or nearbyCrimson Mirelands: Bolderoll Slope, Diamond Heath, Cloudpool Ridge or nearbyCoronet Highlands: Heavenward Lookout, Wayward Cave or nearbyAlabaster Icelands: Snowpoint Temple or nearbyObsidian Fieldlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/042.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a>, <a href=""/pokearth/hisui/diamondheath.shtml"">Diamond Heath</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a>, <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a></td>"
036,Crobat,https://www.serebii.net//pokedex-swsh/crobat/,Coronet Highlands: Wayward Cave or nearbyAlabaster Icelands: Icebound Falls or nearbyObsidian Fieldlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/169.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/iceboundfalls.shtml"">Icebound Falls</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a></td>"
037,Drifloon,https://www.serebii.net//pokedex-swsh/drifloon/,"Obsidian Fieldlands: Aspiration Hill, Horseshoe Plains, Floaro Gardens, Ramanas Island or nearbyCobalt Coastlands: Ginkgo Landing, Bathers' Lagoon, Deadwood Haunt, Tranquility Cove or nearbyAlabaster Icelands: Avalugg's Legacy, Glacier Terrace, Heart's Crag or nearbyObsidian Fieldlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/425.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/aspirationhill.shtml"">Aspiration Hill</a>, <a href=""/pokearth/hisui/horseshoeplains.shtml"">Horseshoe Plains</a>, <a href=""/pokearth/hisui/floarogardens.shtml"">Floaro Gardens</a>, <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a>, <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a>, <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a>, <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
038,Drifblim,https://www.serebii.net//pokedex-swsh/drifblim/,"Obsidian Fieldlands: Sandgem Flats, Ramanas Island or nearbyCobalt Coastlands: Ginkgo Landing, Bathers' Lagoon, Deadwood Haunt, Tranquility Cove or nearbyAlabaster Icelands: Avalugg's Legacy, Glacier Terrace, Heart's Crag or nearbyObsidian Fieldlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/426.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/sandgemflats.shtml"">Sandgem Flats</a>, <a href=""/pokearth/hisui/ramanasisland.shtml"">Ramanas Island</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a>, <a href=""/pokearth/hisui/deadwoodhaunt.shtml"">Deadwood Haunt</a>, <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalugg'slegacy.shtml"">Avalugg's Legacy</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a>, <a href=""/pokearth/hisui/heart'scrag.shtml"">Heart's Crag</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
039,Kricketot,https://www.serebii.net//pokedex-swsh/kricketot/,"Obsidian Fieldlands: Deertrack Path, Nature's Pantry, Windswept Run or nearbyCrimson Mirelands: Golden Lowlands, Cloudpool Ridge or nearbyObsidian Fieldlands: Massive Mass OutbreakCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/401.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/deertrackpath.shtml"">Deertrack Path</a>, <a href=""/pokearth/hisui/nature'spantry.shtml"">Nature's Pantry</a>, <a href=""/pokearth/hisui/windsweptrun.shtml"">Windswept Run</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
040,Kricketune,https://www.serebii.net//pokedex-swsh/kricketune/,"Obsidian Fieldlands: Nature's Pantry or nearbyCrimson Mirelands: Golden Lowlands, Cloudpool Ridge or nearbyObsidian Fieldlands: Massive Mass OutbreakCrimson Mirelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/402.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/nature'spantry.shtml"">Nature's Pantry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
041,Buizel,https://www.serebii.net//pokedex-swsh/buizel/,"Obsidian Fieldlands: Horseshoe Plains, Windswept Run, Worn Bridge or nearbyCobalt Coastlands: Aipom Hill, Bathers' Lagoon or nearbyObsidian Fieldlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/418.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/horseshoeplains.shtml"">Horseshoe Plains</a>, <a href=""/pokearth/hisui/windsweptrun.shtml"">Windswept Run</a>, <a href=""/pokearth/hisui/wornbridge.shtml"">Worn Bridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/aipomhill.shtml"">Aipom Hill</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a></td>"
042,Floatzel,https://www.serebii.net//pokedex-swsh/floatzel/,"Obsidian Fieldlands: Worn Bridge or nearbyCobalt Coastlands: Aipom Hill, Bathers' Lagoon or nearbyObsidian Fieldlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/419.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/wornbridge.shtml"">Worn Bridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/aipomhill.shtml"">Aipom Hill</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a></td>"
043,Burmy,https://www.serebii.net//pokedex-swsh/burmy/,"Obsidian Fieldlands: Deertrack Path, Deertrack Heights, Nature's Pantry, Grueling Grove or nearbyCrimson Mirelands: Golden Lowlands, Gapejaw Bog, Cloudpool Ridge, Shrouded Ruins or nearbyCobalt Coastlands: Ginkgo Landing, Crossing Slope, Veilstone Cape, Bathers' Lagoon or nearbyCoronet Highlands: Heavenward Lookout, Celestica Trail, Celestica Ruins, Stonetooth Rows or nearbyAlabaster Icelands: Bonechill Wastes, Glacier Terrace, Lake Acuity, Avalanche Slopes or nearby",https://www.serebii.net//legendsarceus/pokemon/small/412.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/deertrackpath.shtml"">Deertrack Path</a>, <a href=""/pokearth/hisui/deertrackheights.shtml"">Deertrack Heights</a>, <a href=""/pokearth/hisui/nature'spantry.shtml"">Nature's Pantry</a>, <a href=""/pokearth/hisui/gruelinggrove.shtml"">Grueling Grove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a>, <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a>, <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a>, <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a>, <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i></td>"
044,Wormadam,https://www.serebii.net//pokedex-swsh/wormadam/,"Obsidian Fieldlands: Grueling Grove, Sandgem Flats or nearbyCrimson Mirelands: Golden Lowlands, Gapejaw Bog or nearbyCobalt Coastlands: Ginkgo Landing, Crossing Slope, Veilstone Cape, Bathers' Lagoon or nearbyCoronet Highlands: Heavenward Lookout, Celestica Trail, Celestica Ruins, Stonetooth Rows or nearbyAlabaster Icelands: Bonechill Wastes, Glacier Terrace, Lake Acuity, Avalanche Slopes or nearby",https://www.serebii.net//legendsarceus/pokemon/small/413.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/gruelinggrove.shtml"">Grueling Grove</a>, <a href=""/pokearth/hisui/sandgemflats.shtml"">Sandgem Flats</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/crossingslope.shtml"">Crossing Slope</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a>, <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a>, <a href=""/pokearth/hisui/stonetoothrows.shtml"">Stonetooth Rows</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a>, <a href=""/pokearth/hisui/glacierterrace.shtml"">Glacier Terrace</a>, <a href=""/pokearth/hisui/lakeacuity.shtml"">Lake Acuity</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i></td>"
045,Mothim,https://www.serebii.net//pokedex-swsh/mothim/,"Obsidian Fieldlands: Grueling Grove or nearbyCobalt Coastlands: Ginkgo Landing, Veilstone Cape, Aipom Hill, Spring Path or nearbyCoronet Highlands: Wayward Cave or nearby",https://www.serebii.net//legendsarceus/pokemon/small/414.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/gruelinggrove.shtml"">Grueling Grove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a>, <a href=""/pokearth/hisui/aipomhill.shtml"">Aipom Hill</a>, <a href=""/pokearth/hisui/springpath.shtml"">Spring Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/waywardcave.shtml"">Wayward Cave</a> <i>or nearby</i></td>"
046,Geodude,https://www.serebii.net//pokedex-swsh/geodude/,"Obsidian Fieldlands: Deertrack Heights, Worn Bridge, Oreburrow Tunnel or nearbyCrimson Mirelands: Gapejaw Bog, Scarlet Bog, Ursa's Ring, Bolderoll Slope or nearbyCobalt Coastlands: Ginkgo Landing, Veilstone Cape, Aipom Hill, Bathers' Lagoon or nearbyCoronet Highlands: Bolderoll Ravine, Clamberclaw Cliffs, Celestica Ruins or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/074.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/deertrackheights.shtml"">Deertrack Heights</a>, <a href=""/pokearth/hisui/wornbridge.shtml"">Worn Bridge</a>, <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/ursa'sring.shtml"">Ursa's Ring</a>, <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/ginkgolanding.shtml"">Ginkgo Landing</a>, <a href=""/pokearth/hisui/veilstonecape.shtml"">Veilstone Cape</a>, <a href=""/pokearth/hisui/aipomhill.shtml"">Aipom Hill</a>, <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
047,Graveler,https://www.serebii.net//pokedex-swsh/graveler/,"Obsidian Fieldlands: Oreburrow Tunnel, Sandgem Flats or nearbyCrimson Mirelands: Gapejaw Bog, Scarlet Bog, Ursa's Ring, Bolderoll Slope or nearbyCobalt Coastlands: Windbreak Stand, Firespit Island, Islespy Shore, Spring Path or nearbyCoronet Highlands: Heavenward Lookout, Bolderoll Ravine, Clamberclaw Cliffs, Celestica Ruins or nearbyAlabaster Icelands: Snowpoint Temple or nearbyObsidian Fieldlands: Massive Mass OutbreakCobalt Coastlands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/075.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/oreburrowtunnel.shtml"">Oreburrow Tunnel</a>, <a href=""/pokearth/hisui/sandgemflats.shtml"">Sandgem Flats</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/ursa'sring.shtml"">Ursa's Ring</a>, <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/windbreakstand.shtml"">Windbreak Stand</a>, <a href=""/pokearth/hisui/firespitisland.shtml"">Firespit Island</a>, <a href=""/pokearth/hisui/islespyshore.shtml"">Islespy Shore</a>, <a href=""/pokearth/hisui/springpath.shtml"">Spring Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a>, <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/clamberclawcliffs.shtml"">Clamberclaw Cliffs</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/snowpointtemple.shtml"">Snowpoint Temple</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
